feature_1,feature_2,correlation,abs_correlation
RICE AREA (1000 ha),SESAMUM YIELD (Kg per ha),0.20560859849342505,0.20560859849342505
RABI SORGHUM AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),0.20558162978573383,0.20558162978573383
PEARL MILLET YIELD (Kg per ha),CHICKPEA YIELD (Kg per ha),0.20551231389289448,0.20551231389289448
RICE AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),-0.20538278690448777,0.20538278690448777
WHEAT AREA (1000 ha),SUGARCANE AREA (1000 ha),0.2048596919944903,0.2048596919944903
RICE AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),0.20464002151978086,0.20464002151978086
MAIZE YIELD (Kg per ha),SESAMUM YIELD (Kg per ha),0.20437650881141786,0.20437650881141786
BARLEY PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),0.20401353313303014,0.20401353313303014
SAFFLOWER YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.2038212590434035,0.2038212590434035
PIGEONPEA PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),0.2030137366282699,0.2030137366282699
SUNFLOWER YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.20244673224814855,0.20244673224814855
KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM YIELD (Kg per ha),0.20224682073212336,0.20224682073212336
KHARIF SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),0.20193749954713153,0.20193749954713153
SAFFLOWER AREA (1000 ha),LINSEED AREA (1000 ha),0.2017262368912999,0.2017262368912999
PEARL MILLET PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),0.2014580423375209,0.2014580423375209
Year,BARLEY YIELD (Kg per ha),0.20132587039767338,0.20132587039767338
RABI SORGHUM YIELD (Kg per ha),PEARL MILLET YIELD (Kg per ha),0.2009547664580021,0.2009547664580021
BARLEY AREA (1000 ha),RAPESEED AND MUSTARD AREA (1000 ha),0.20069856275740758,0.20069856275740758
Year,CHICKPEA YIELD (Kg per ha),0.20048915903458733,0.20048915903458733
OILSEEDS PRODUCTION (1000 tons),COTTON AREA (1000 ha),0.20043009309100418,0.20043009309100418
WHEAT PRODUCTION (1000 tons),FODDER AREA (1000 ha),0.20038161492765816,0.20038161492765816
RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),0.20000265834486836,0.20000265834486836
PIGEONPEA AREA (1000 ha),COTTON PRODUCTION (1000 tons),0.19999513599256236,0.19999513599256236
RABI SORGHUM YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),0.19966484448517935,0.19966484448517935
CHICKPEA PRODUCTION (1000 tons),PIGEONPEA AREA (1000 ha),0.19963152613044716,0.19963152613044716
RICE AREA (1000 ha),CHICKPEA AREA (1000 ha),-0.19953784513522307,0.19953784513522307
CHICKPEA AREA (1000 ha),LINSEED YIELD (Kg per ha),0.19951291120513776,0.19951291120513776
MINOR PULSES AREA (1000 ha),SAFFLOWER AREA (1000 ha),0.19943276935711146,0.19943276935711146
SESAMUM YIELD (Kg per ha),CASTOR YIELD (Kg per ha),0.19942524073322798,0.19942524073322798
GROUNDNUT YIELD (Kg per ha),FRUITS AREA (1000 ha),0.19917820968622627,0.19917820968622627
MINOR PULSES AREA (1000 ha),LINSEED PRODUCTION (1000 tons),0.19914239230829964,0.19914239230829964
State Code,OILSEEDS YIELD (Kg per ha),-0.1988759425091883,0.1988759425091883
PIGEONPEA YIELD (Kg per ha),LINSEED YIELD (Kg per ha),0.1985387960860323,0.1985387960860323
RABI SORGHUM YIELD (Kg per ha),MAIZE PRODUCTION (1000 tons),0.1985160593754694,0.1985160593754694
SESAMUM PRODUCTION (1000 tons),OILSEEDS PRODUCTION (1000 tons),0.19825823172774126,0.19825823172774126
RABI SORGHUM PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),-0.1982019483039138,0.1982019483039138
PEARL MILLET PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),0.19808398965276125,0.19808398965276125
PEARL MILLET YIELD (Kg per ha),PIGEONPEA YIELD (Kg per ha),0.1978782750566111,0.1978782750566111
WHEAT PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),0.19776381930209874,0.19776381930209874
RABI SORGHUM YIELD (Kg per ha),FINGER MILLET PRODUCTION (1000 tons),0.1977202729293382,0.1977202729293382
KHARIF SORGHUM PRODUCTION (1000 tons),RABI SORGHUM AREA (1000 ha),0.19759468518441192,0.19759468518441192
MAIZE PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),0.1975203835583746,0.1975203835583746
RICE PRODUCTION (1000 tons),SORGHUM AREA (1000 ha),-0.19729522331030175,0.19729522331030175
PEARL MILLET AREA (1000 ha),BARLEY PRODUCTION (1000 tons),0.1972808889111996,0.1972808889111996
RICE PRODUCTION (1000 tons),CHICKPEA AREA (1000 ha),-0.19715880676660116,0.19715880676660116
SUGARCANE YIELD (Kg per ha),FRUITS AREA (1000 ha),0.19695141064677277,0.19695141064677277
MAIZE YIELD (Kg per ha),FINGER MILLET PRODUCTION (1000 tons),0.1966735750884987,0.1966735750884987
SORGHUM YIELD (Kg per ha),MAIZE PRODUCTION (1000 tons),0.19655186933872534,0.19655186933872534
OILSEEDS AREA (1000 ha),COTTON PRODUCTION (1000 tons),0.19643959757519724,0.19643959757519724
SUNFLOWER YIELD (Kg per ha),FRUITS AREA (1000 ha),0.19637089295312937,0.19637089295312937
WHEAT PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),0.1963103656801351,0.1963103656801351
Dist Code,GROUNDNUT AREA (1000 ha),-0.19626737838447753,0.19626737838447753
Dist Code,PIGEONPEA AREA (1000 ha),-0.1960918454369922,0.1960918454369922
KHARIF SORGHUM PRODUCTION (1000 tons),SUNFLOWER PRODUCTION (1000 tons),0.19592438291781178,0.19592438291781178
RABI SORGHUM AREA (1000 ha),RAPESEED AND MUSTARD YIELD (Kg per ha),-0.19575218684497817,0.19575218684497817
KHARIF SORGHUM YIELD (Kg per ha),CHICKPEA AREA (1000 ha),0.19554857668661962,0.19554857668661962
RAPESEED AND MUSTARD YIELD (Kg per ha),CASTOR PRODUCTION (1000 tons),0.1954960617903664,0.1954960617903664
RICE YIELD (Kg per ha),MINOR PULSES YIELD (Kg per ha),0.19501953284013715,0.19501953284013715
KHARIF SORGHUM PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),-0.1949407345478715,0.1949407345478715
SORGHUM YIELD (Kg per ha),SUNFLOWER YIELD (Kg per ha),0.19452469167953707,0.19452469167953707
SORGHUM PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),0.1943967340881428,0.1943967340881428
GROUNDNUT AREA (1000 ha),SUNFLOWER AREA (1000 ha),0.19433167017553316,0.19433167017553316
MINOR PULSES AREA (1000 ha),GROUNDNUT YIELD (Kg per ha),0.1941889383792152,0.1941889383792152
BARLEY YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),-0.19407521206085004,0.19407521206085004
PIGEONPEA PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),0.19398822441271973,0.19398822441271973
SUNFLOWER YIELD (Kg per ha),SUGARCANE AREA (1000 ha),0.19393928103422353,0.19393928103422353
RABI SORGHUM PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),-0.1936043168932709,0.1936043168932709
PEARL MILLET YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),0.1932390799621751,0.1932390799621751
RICE YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),-0.1931816375490508,0.1931816375490508
WHEAT PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),0.19240908015468614,0.19240908015468614
SORGHUM AREA (1000 ha),MINOR PULSES AREA (1000 ha),0.19240864166309365,0.19240864166309365
RABI SORGHUM YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),0.1921387068146182,0.1921387068146182
KHARIF SORGHUM AREA (1000 ha),RABI SORGHUM AREA (1000 ha),0.19171376232599102,0.19171376232599102
MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),0.19127525890712366,0.19127525890712366
RABI SORGHUM PRODUCTION (1000 tons),COTTON AREA (1000 ha),0.19081531721794845,0.19081531721794845
MAIZE YIELD (Kg per ha),SUNFLOWER PRODUCTION (1000 tons),0.19062554333956305,0.19062554333956305
SESAMUM PRODUCTION (1000 tons),POTATOES AREA (1000 ha),0.19042295221486535,0.19042295221486535
SORGHUM YIELD (Kg per ha),CHICKPEA YIELD (Kg per ha),0.19036261834529997,0.19036261834529997
RICE PRODUCTION (1000 tons),PEARL MILLET AREA (1000 ha),-0.19025048698227373,0.19025048698227373
WHEAT AREA (1000 ha),FINGER MILLET AREA (1000 ha),-0.19014853575438784,0.19014853575438784
CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),0.18991850482434355,0.18991850482434355
WHEAT AREA (1000 ha),FODDER AREA (1000 ha),0.1891795625828667,0.1891795625828667
RABI SORGHUM YIELD (Kg per ha),COTTON PRODUCTION (1000 tons),0.18917197017790094,0.18917197017790094
RICE PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),0.18908216404856348,0.18908216404856348
SESAMUM AREA (1000 ha),CASTOR YIELD (Kg per ha),0.1888459693374623,0.1888459693374623
WHEAT YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),-0.18848055296420957,0.18848055296420957
BARLEY YIELD (Kg per ha),CHICKPEA PRODUCTION (1000 tons),0.18843751236685857,0.18843751236685857
Dist Code,SOYABEAN AREA (1000 ha),-0.18819095666300797,0.18819095666300797
RICE AREA (1000 ha),OILSEEDS AREA (1000 ha),-0.1881537498440128,0.1881537498440128
PEARL MILLET YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),0.18766032561487692,0.18766032561487692
RICE YIELD (Kg per ha),FINGER MILLET PRODUCTION (1000 tons),0.18762634944798742,0.18762634944798742
PIGEONPEA YIELD (Kg per ha),SUNFLOWER YIELD (Kg per ha),0.18750673270291268,0.18750673270291268
RABI SORGHUM YIELD (Kg per ha),SUNFLOWER PRODUCTION (1000 tons),0.18746272714961082,0.18746272714961082
CHICKPEA AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),0.1873152304688227,0.1873152304688227
State Code,SORGHUM PRODUCTION (1000 tons),-0.18672974399048756,0.18672974399048756
RICE PRODUCTION (1000 tons),KHARIF SORGHUM PRODUCTION (1000 tons),-0.18669281791109268,0.18669281791109268
FINGER MILLET YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),-0.1864173887385743,0.1864173887385743
RICE AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),-0.18627369116598563,0.18627369116598563
KHARIF SORGHUM AREA (1000 ha),SUGARCANE YIELD (Kg per ha),0.186104072761771,0.186104072761771
MAIZE AREA (1000 ha),ONION AREA (1000 ha),0.18609893366172803,0.18609893366172803
MAIZE AREA (1000 ha),MAIZE YIELD (Kg per ha),0.18576467297313362,0.18576467297313362
SAFFLOWER YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.18571512756423925,0.18571512756423925
SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),0.1856105190671892,0.1856105190671892
RICE YIELD (Kg per ha),VEGETABLES AREA (1000 ha),0.18559762162323626,0.18559762162323626
PEARL MILLET PRODUCTION (1000 tons),BARLEY AREA (1000 ha),0.18548295553200447,0.18548295553200447
RICE YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),-0.18539144514079062,0.18539144514079062
GROUNDNUT PRODUCTION (1000 tons),SESAMUM PRODUCTION (1000 tons),0.18522882526978596,0.18522882526978596
CASTOR YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.18518458095009394,0.18518458095009394
Dist Code,COTTON YIELD (Kg per ha),-0.18477613659585737,0.18477613659585737
BARLEY YIELD (Kg per ha),GROUNDNUT PRODUCTION (1000 tons),-0.18471664209681898,0.18471664209681898
Year,LINSEED YIELD (Kg per ha),0.18459362515785827,0.18459362515785827
SORGHUM AREA (1000 ha),GROUNDNUT AREA (1000 ha),0.18450418972726376,0.18450418972726376
SUNFLOWER PRODUCTION (1000 tons),OILSEEDS PRODUCTION (1000 tons),0.18438448981463515,0.18438448981463515
FINGER MILLET AREA (1000 ha),BARLEY YIELD (Kg per ha),-0.1841967098372807,0.1841967098372807
OILSEEDS PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),0.1839014441168982,0.1839014441168982
SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),0.18354090449815166,0.18354090449815166
PEARL MILLET YIELD (Kg per ha),MAIZE YIELD (Kg per ha),0.1833899285764459,0.1833899285764459
Dist Code,LINSEED AREA (1000 ha),-0.183248599454197,0.183248599454197
FINGER MILLET YIELD (Kg per ha),CHICKPEA AREA (1000 ha),-0.18315967884447762,0.18315967884447762
CHICKPEA PRODUCTION (1000 tons),LINSEED PRODUCTION (1000 tons),0.18314577704530632,0.18314577704530632
WHEAT YIELD (Kg per ha),FINGER MILLET PRODUCTION (1000 tons),-0.18313394258480026,0.18313394258480026
KHARIF SORGHUM AREA (1000 ha),MINOR PULSES AREA (1000 ha),0.1830957851741581,0.1830957851741581
WHEAT YIELD (Kg per ha),SUNFLOWER YIELD (Kg per ha),0.1830093708881337,0.1830093708881337
RICE AREA (1000 ha),FRUITS AREA (1000 ha),0.1829957313629049,0.1829957313629049
WHEAT AREA (1000 ha),FRUITS AREA (1000 ha),-0.1829810976033405,0.1829810976033405
RICE YIELD (Kg per ha),LINSEED AREA (1000 ha),-0.18270956569150454,0.18270956569150454
GROUNDNUT YIELD (Kg per ha),VEGETABLES AREA (1000 ha),0.1825722304790458,0.1825722304790458
State Code,COTTON YIELD (Kg per ha),-0.18209613187404272,0.18209613187404272
KHARIF SORGHUM PRODUCTION (1000 tons),MINOR PULSES AREA (1000 ha),0.18201355692908916,0.18201355692908916
KHARIF SORGHUM YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),0.18195902946884002,0.18195902946884002
RICE YIELD (Kg per ha),SUGARCANE AREA (1000 ha),0.18190753464506598,0.18190753464506598
WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),-0.18189338785085848,0.18189338785085848
FINGER MILLET PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),0.1818397739511134,0.1818397739511134
KHARIF SORGHUM YIELD (Kg per ha),ONION AREA (1000 ha),0.18181759463026556,0.18181759463026556
GROUNDNUT YIELD (Kg per ha),COTTON PRODUCTION (1000 tons),0.18175248658128138,0.18175248658128138
GROUNDNUT AREA (1000 ha),ONION AREA (1000 ha),0.18158747795287777,0.18158747795287777
CASTOR PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),0.18144218072692422,0.18144218072692422
RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),0.18128273723986385,0.18128273723986385
RICE PRODUCTION (1000 tons),SORGHUM PRODUCTION (1000 tons),-0.180995124904545,0.180995124904545
RABI SORGHUM AREA (1000 ha),BARLEY YIELD (Kg per ha),-0.18093123387593335,0.18093123387593335
SAFFLOWER AREA (1000 ha),SUGARCANE YIELD (Kg per ha),0.18008959042613726,0.18008959042613726
SUGARCANE YIELD (Kg per ha),VEGETABLES AREA (1000 ha),0.1800570879871067,0.1800570879871067
Year,VEGETABLES AREA (1000 ha),0.18000108479168658,0.18000108479168658
OILSEEDS AREA (1000 ha),OILSEEDS YIELD (Kg per ha),0.17990695553214606,0.17990695553214606
CHICKPEA AREA (1000 ha),COTTON PRODUCTION (1000 tons),0.179870055824264,0.179870055824264
Year,RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.17956036256625996,0.17956036256625996
SORGHUM YIELD (Kg per ha),OILSEEDS AREA (1000 ha),0.17949320200634128,0.17949320200634128
FINGER MILLET YIELD (Kg per ha),LINSEED YIELD (Kg per ha),-0.1794234294781052,0.1794234294781052
Dist Code,SUGARCANE YIELD (Kg per ha),-0.17934921215904065,0.17934921215904065
CASTOR PRODUCTION (1000 tons),COTTON PRODUCTION (1000 tons),0.17929014042341931,0.17929014042341931
MINOR PULSES PRODUCTION (1000 tons),VEGETABLES AREA (1000 ha),0.17921166535961294,0.17921166535961294
RICE YIELD (Kg per ha),LINSEED PRODUCTION (1000 tons),-0.1791816434271154,0.1791816434271154
SAFFLOWER YIELD (Kg per ha),OILSEEDS AREA (1000 ha),0.17916869027173848,0.17916869027173848
PIGEONPEA AREA (1000 ha),SOYABEAN YIELD (Kg per ha),0.17916091128586079,0.17916091128586079
CHICKPEA PRODUCTION (1000 tons),MINOR PULSES PRODUCTION (1000 tons),0.17886911791496415,0.17886911791496415
CHICKPEA PRODUCTION (1000 tons),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.1788674071612965,0.1788674071612965
CHICKPEA AREA (1000 ha),COTTON AREA (1000 ha),0.17862037678041948,0.17862037678041948
PEARL MILLET PRODUCTION (1000 tons),CASTOR AREA (1000 ha),0.17840748327784584,0.17840748327784584
KHARIF SORGHUM YIELD (Kg per ha),MAIZE PRODUCTION (1000 tons),0.1782424581896829,0.1782424581896829
PIGEONPEA AREA (1000 ha),SOYABEAN AREA (1000 ha),0.1781001400827695,0.1781001400827695
SORGHUM PRODUCTION (1000 tons),GROUNDNUT AREA (1000 ha),0.17808159394167267,0.17808159394167267
GROUNDNUT PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),0.17781127672976374,0.17781127672976374
SORGHUM AREA (1000 ha),LINSEED AREA (1000 ha),0.17718098506626212,0.17718098506626212
KHARIF SORGHUM AREA (1000 ha),GROUNDNUT AREA (1000 ha),0.17689539277408245,0.17689539277408245
Year,SORGHUM YIELD (Kg per ha),0.1768280536299398,0.1768280536299398
KHARIF SORGHUM YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.17678309120098043,0.17678309120098043
BARLEY YIELD (Kg per ha),CASTOR YIELD (Kg per ha),-0.17656383358076239,0.17656383358076239
PIGEONPEA AREA (1000 ha),MINOR PULSES AREA (1000 ha),0.17648091368152052,0.17648091368152052
KHARIF SORGHUM AREA (1000 ha),LINSEED PRODUCTION (1000 tons),0.1762114289302497,0.1762114289302497
SESAMUM YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.1760321953393173,0.1760321953393173
KHARIF SORGHUM PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),0.17592821542859186,0.17592821542859186
OILSEEDS YIELD (Kg per ha),FRUITS AREA (1000 ha),0.175921117524482,0.175921117524482
Year,FRUITS AREA (1000 ha),0.17562065907841382,0.17562065907841382
KHARIF SORGHUM YIELD (Kg per ha),MINOR PULSES PRODUCTION (1000 tons),0.1755781391310901,0.1755781391310901
SUGARCANE YIELD (Kg per ha),ONION AREA (1000 ha),0.1753226743011067,0.1753226743011067
WHEAT YIELD (Kg per ha),FODDER AREA (1000 ha),0.17518550961348744,0.17518550961348744
PEARL MILLET YIELD (Kg per ha),BARLEY PRODUCTION (1000 tons),0.17491360229498604,0.17491360229498604
WHEAT YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.1748334438613571,0.1748334438613571
CHICKPEA PRODUCTION (1000 tons),COTTON PRODUCTION (1000 tons),0.17468824898177207,0.17468824898177207
Dist Code,SOYABEAN PRODUCTION (1000 tons),-0.17418181202486813,0.17418181202486813
OILSEEDS AREA (1000 ha),ONION AREA (1000 ha),0.17399544531211789,0.17399544531211789
SAFFLOWER AREA (1000 ha),LINSEED PRODUCTION (1000 tons),0.17364844157593962,0.17364844157593962
PEARL MILLET PRODUCTION (1000 tons),MINOR PULSES AREA (1000 ha),0.17316978205389424,0.17316978205389424
SORGHUM AREA (1000 ha),PEARL MILLET AREA (1000 ha),0.1731052891557351,0.1731052891557351
CHICKPEA YIELD (Kg per ha),LINSEED YIELD (Kg per ha),0.17302303321048754,0.17302303321048754
KHARIF SORGHUM YIELD (Kg per ha),LINSEED YIELD (Kg per ha),0.17296283745287339,0.17296283745287339
CHICKPEA AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.172428750962812,0.172428750962812
Dist Code,PEARL MILLET AREA (1000 ha),-0.17238000732318595,0.17238000732318595
RICE YIELD (Kg per ha),BARLEY AREA (1000 ha),-0.1721156894133013,0.1721156894133013
State Code,CHICKPEA AREA (1000 ha),-0.17187783577865837,0.17187783577865837
RAPESEED AND MUSTARD YIELD (Kg per ha),FODDER AREA (1000 ha),0.17178391649076613,0.17178391649076613
GROUNDNUT PRODUCTION (1000 tons),ONION AREA (1000 ha),0.17149410569719514,0.17149410569719514
State Code,SORGHUM AREA (1000 ha),-0.17144140697140473,0.17144140697140473
CHICKPEA AREA (1000 ha),LINSEED AREA (1000 ha),0.17136948420946038,0.17136948420946038
MAIZE PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),0.1711021901467824,0.1711021901467824
RABI SORGHUM AREA (1000 ha),PEARL MILLET AREA (1000 ha),0.17098572274542312,0.17098572274542312
FINGER MILLET PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),-0.17094502764775932,0.17094502764775932
CHICKPEA AREA (1000 ha),MINOR PULSES AREA (1000 ha),0.17074750143467324,0.17074750143467324
WHEAT AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),-0.17041970036228238,0.17041970036228238
Dist Code,PEARL MILLET PRODUCTION (1000 tons),-0.17024120362771017,0.17024120362771017
PEARL MILLET YIELD (Kg per ha),OILSEEDS AREA (1000 ha),0.1702254392942085,0.1702254392942085
GROUNDNUT YIELD (Kg per ha),OILSEEDS AREA (1000 ha),0.1700421312376288,0.1700421312376288
Dist Code,FODDER AREA (1000 ha),-0.16963959074928778,0.16963959074928778
State Code,KHARIF SORGHUM AREA (1000 ha),-0.1696138554210058,0.1696138554210058
RAPESEED AND MUSTARD YIELD (Kg per ha),OILSEEDS PRODUCTION (1000 tons),0.16956005020956974,0.16956005020956974
State Code,CHICKPEA PRODUCTION (1000 tons),-0.1694130668165532,0.1694130668165532
RICE AREA (1000 ha),FODDER AREA (1000 ha),-0.16938486668617414,0.16938486668617414
MINOR PULSES PRODUCTION (1000 tons),FRUITS AND VEGETABLES AREA (1000 ha),0.16912741736505085,0.16912741736505085
MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),0.16884265584278382,0.16884265584278382
WHEAT PRODUCTION (1000 tons),PEARL MILLET PRODUCTION (1000 tons),0.16878898332037842,0.16878898332037842
OILSEEDS AREA (1000 ha),SUGARCANE YIELD (Kg per ha),0.16865082607582352,0.16865082607582352
MINOR PULSES YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.1684104041580234,0.1684104041580234
KHARIF SORGHUM YIELD (Kg per ha),SAFFLOWER PRODUCTION (1000 tons),0.16819325844488814,0.16819325844488814
RABI SORGHUM PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),0.16810981273594253,0.16810981273594253
CHICKPEA AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),-0.16805248780120238,0.16805248780120238
SAFFLOWER PRODUCTION (1000 tons),LINSEED AREA (1000 ha),0.1680499644950024,0.1680499644950024
KHARIF SORGHUM YIELD (Kg per ha),COTTON AREA (1000 ha),0.16789029287164828,0.16789029287164828
RABI SORGHUM YIELD (Kg per ha),SAFFLOWER YIELD (Kg per ha),0.16775802450708852,0.16775802450708852
RICE PRODUCTION (1000 tons),CHICKPEA PRODUCTION (1000 tons),-0.1672709448889622,0.1672709448889622
FINGER MILLET YIELD (Kg per ha),CHICKPEA PRODUCTION (1000 tons),-0.16720447481452416,0.16720447481452416
State Code,MAIZE YIELD (Kg per ha),-0.16714067107002115,0.16714067107002115
WHEAT PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),0.16698847564928473,0.16698847564928473
GROUNDNUT YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.16663826139775914,0.16663826139775914
SORGHUM YIELD (Kg per ha),CHICKPEA AREA (1000 ha),0.16632579279294357,0.16632579279294357
KHARIF SORGHUM PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),-0.1661954561282165,0.1661954561282165
FINGER MILLET AREA (1000 ha),RAPESEED AND MUSTARD YIELD (Kg per ha),-0.1661121830886052,0.1661121830886052
PEARL MILLET AREA (1000 ha),OILSEEDS AREA (1000 ha),0.16577481403973168,0.16577481403973168
RICE PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),0.1657130655691874,0.1657130655691874
CHICKPEA AREA (1000 ha),FRUITS AREA (1000 ha),-0.1653980742656897,0.1653980742656897
PEARL MILLET AREA (1000 ha),BARLEY YIELD (Kg per ha),0.16539078555789175,0.16539078555789175
KHARIF SORGHUM AREA (1000 ha),RABI SORGHUM YIELD (Kg per ha),0.1651694007940247,0.1651694007940247
RABI SORGHUM YIELD (Kg per ha),BARLEY AREA (1000 ha),-0.16515086964090656,0.16515086964090656
Dist Code,RABI SORGHUM PRODUCTION (1000 tons),-0.16487594326263091,0.16487594326263091
PEARL MILLET YIELD (Kg per ha),SUGARCANE PRODUCTION (1000 tons),0.16483106213158386,0.16483106213158386
RICE YIELD (Kg per ha),CHICKPEA AREA (1000 ha),-0.16479033862832884,0.16479033862832884
BARLEY AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.16469206861101804,0.16469206861101804
SESAMUM PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),0.16469030091262954,0.16469030091262954
State Code,COTTON PRODUCTION (1000 tons),-0.16442992464447426,0.16442992464447426
Year,MINOR PULSES PRODUCTION (1000 tons),0.1643794460977781,0.1643794460977781
KHARIF SORGHUM YIELD (Kg per ha),SUNFLOWER YIELD (Kg per ha),0.16433815825235948,0.16433815825235948
PIGEONPEA AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),0.16427533360041285,0.16427533360041285
BARLEY YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),-0.1642248125246877,0.1642248125246877
MAIZE PRODUCTION (1000 tons),SUNFLOWER PRODUCTION (1000 tons),0.16398631395858973,0.16398631395858973
SUNFLOWER PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),0.16385356721253116,0.16385356721253116
MAIZE PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.1636819595253658,0.1636819595253658
SORGHUM AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),0.16367089027109283,0.16367089027109283
RICE YIELD (Kg per ha),COTTON YIELD (Kg per ha),0.1636038425591696,0.1636038425591696
KHARIF SORGHUM AREA (1000 ha),LINSEED AREA (1000 ha),0.1635335182201003,0.1635335182201003
RICE AREA (1000 ha),SOYABEAN AREA (1000 ha),-0.16332484120180274,0.16332484120180274
MAIZE YIELD (Kg per ha),SAFFLOWER YIELD (Kg per ha),0.16319632867707715,0.16319632867707715
SORGHUM AREA (1000 ha),LINSEED PRODUCTION (1000 tons),0.16309163533858537,0.16309163533858537
MAIZE YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.16302199862934943,0.16302199862934943
WHEAT AREA (1000 ha),SUNFLOWER YIELD (Kg per ha),0.16292860911554513,0.16292860911554513
FINGER MILLET AREA (1000 ha),CASTOR YIELD (Kg per ha),0.162909923461636,0.162909923461636
SORGHUM YIELD (Kg per ha),COTTON AREA (1000 ha),0.1624791294118923,0.1624791294118923
PEARL MILLET YIELD (Kg per ha),SUGARCANE AREA (1000 ha),0.16241538480007536,0.16241538480007536
RICE PRODUCTION (1000 tons),MINOR PULSES PRODUCTION (1000 tons),0.162372041579758,0.162372041579758
RAPESEED AND MUSTARD PRODUCTION (1000 tons),CASTOR PRODUCTION (1000 tons),0.1621786572566656,0.1621786572566656
