year,state,crop,loss_type,stage,loss_percentage,source_pdf_page,source_table,source_row
2022,Odisha,Okra,Market Operations,Retailers,0.83,280,1,9
2022,Odisha,Okra,Market Operations,Transport,0.57,280,1,9
2022,Odisha,Okra,Market Operations,Total loss in market operations,2.29,280,1,9
2022,Odisha,Okra,Total,Overall total loss,6.25,280,1,9
2022,Odisha,Tomato,Farm Operations,Harvesting,3.99,280,1,14
2022,Odisha,Tomato,Farm Operations,Collection,0.76,280,1,14
2022,Odisha,Tomato,Farm Operations,Sorting/Grading,2.25,280,1,14
2022,Odisha,Tomato,Farm Operations,Packaging,0.24,280,1,14
2022,Odisha,Tomato,Farm Operations,Farm level storage,1.2,280,1,14
2022,Odisha,Tomato,Farm Operations,Transport,1.11,280,1,14
2022,Odisha,Tomato,Market Operations,Wholesalers,1.03,280,1,14
2022,Odisha,Tomato,Market Operations,Retailers,1.08,280,1,14
2022,Odisha,Tomato,Market Operations,Processing unit,0.25,280,1,14
2022,Odisha,Tomato,Market Operations,Transport,1.26,280,1,14
2022,Odisha,Tomato,Market Operations,Total loss in market operations,3.63,280,1,14
2022,Odisha,Tomato,Total,Overall total loss,13.19,280,1,14
2022,Punjab,Capsicum,Farm Operations,Harvesting,1.3,280,2,6
2022,Punjab,Capsicum,Farm Operations,Collection,0.02,280,2,6
2022,Punjab,Capsicum,Farm Operations,Sorting/Grading,0.03,280,2,6
2022,Punjab,Capsicum,Farm Operations,Packaging,0.03,280,2,6
2022,Punjab,Capsicum,Farm Operations,Farm level storage,0.006,280,2,6
2022,Punjab,Capsicum,Farm Operations,Transport,0.11,280,2,6
2022,Punjab,Capsicum,Farm Operations,Total loss in farm operations,1.49,280,2,6
2022,Punjab,Capsicum,Market Operations,Wholesalers,1.02,280,2,6
2022,Punjab,Capsicum,Market Operations,Retailers,1.0,280,2,6
2022,Punjab,Capsicum,Market Operations,Transport,0.8,280,2,6
2022,Punjab,Capsicum,Market Operations,Total loss in market operations,2.82,280,2,6
2022,Punjab,Capsicum,Total,Overall total loss,4.31,280,2,6
2022,Punjab,Green Pea,Farm Operations,Harvesting,2.1,280,2,11
2022,Punjab,Green Pea,Farm Operations,Collection,0.41,280,2,11
2022,Punjab,Green Pea,Farm Operations,Sorting/Grading,1.73,280,2,11
2022,Punjab,Green Pea,Farm Operations,Packaging,0.2,280,2,11
2022,Punjab,Green Pea,Farm Operations,Farm level storage,0.007,280,2,11
2022,Punjab,Green Pea,Farm Operations,Transport,0.33,280,2,11
2022,Punjab,Green Pea,Farm Operations,Total loss in farm operations,4.77,280,2,11
2022,Punjab,Green Pea,Market Operations,Wholesalers,0.37,280,2,11
2022,Punjab,Green Pea,Market Operations,Retailers,0.64,280,2,11
2022,Punjab,Green Pea,Market Operations,Transport,0.85,280,2,11
2022,Punjab,Green Pea,Market Operations,Total loss in market operations,1.89,280,2,11
2022,Punjab,Green Pea,Total,Overall total loss,6.67,280,2,11
2022,Punjab,Milk,Farm Operations,Harvesting,0.23,280,2,16
2022,Punjab,Milk,Farm Operations,Collection,0.08,280,2,16
2022,Punjab,Milk,Farm Operations,Transport,0.2,280,2,16
2022,Punjab,Milk,Farm Operations,Total loss in farm operations,0.51,280,2,16
2022,Punjab,Milk,Market Operations,Retailers,0.13,280,2,16
2022,Punjab,Milk,Market Operations,Processing unit,0.05,280,2,16
2022,Punjab,Milk,Market Operations,Transport,0.03,280,2,16
2022,Punjab,Milk,Market Operations,Total loss in market operations,0.12,280,2,16
2022,Punjab,Milk,Total,Overall total loss,0.63,280,2,16
2022,Punjab,Muskmelon,Farm Operations,Harvesting,1.2,280,2,21
2022,Punjab,Muskmelon,Farm Operations,Collection,0.24,280,2,21
2022,Punjab,Muskmelon,Farm Operations,Sorting/Grading,0.78,280,2,21
2022,Punjab,Muskmelon,Farm Operations,Packaging,0.34,280,2,21
2022,Punjab,Muskmelon,Farm Operations,Farm level storage,0.04,280,2,21
2022,Punjab,Muskmelon,Farm Operations,Transport,0.61,280,2,21
2022,Punjab,Muskmelon,Farm Operations,Total loss in farm operations,3.23,280,2,21
2022,Punjab,Muskmelon,Market Operations,Godown,0.01,280,2,21
2022,Punjab,Muskmelon,Market Operations,Wholesalers,0.51,280,2,21
2022,Punjab,Muskmelon,Market Operations,Retailers,1.14,280,2,21
2022,Punjab,Muskmelon,Market Operations,Transport,0.6,280,2,21
2022,Punjab,Muskmelon,Market Operations,Total loss in market operations,2.25,280,2,21
2022,Punjab,Muskmelon,Total,Overall total loss,5.48,280,2,21
2022,Punjab,Potato,Farm Operations,Harvesting,2.13,280,2,26
2022,Punjab,Potato,Farm Operations,Collection,0.11,280,2,26
2022,Punjab,Potato,Farm Operations,Sorting/Grading,2.1,280,2,26
2022,Punjab,Potato,Farm Operations,Packaging,0.03,280,2,26
2022,Punjab,Potato,Farm Operations,Farm level storage,0.09,280,2,26
2022,Punjab,Potato,Farm Operations,Transport,0.44,280,2,26
2022,Punjab,Potato,Farm Operations,Total loss in farm operations,4.91,280,2,26
2022,Punjab,Potato,Market Operations,Godown,0.1,280,2,26
2022,Punjab,Potato,Market Operations,Wholesalers,0.25,280,2,26
2022,Punjab,Potato,Market Operations,Retailers,0.05,280,2,26
2022,Punjab,Potato,Market Operations,Processing unit,0.03,280,2,26
2022,Punjab,Potato,Market Operations,Transport,0.24,280,2,26
2022,Punjab,Potato,Market Operations,Total loss in market operations,0.66,280,2,26
2022,Punjab,Potato,Total,Overall total loss,5.57,280,2,26
2022,Punjab,Wheat,Farm Operations,Harvesting,1.63,280,2,32
2022,Punjab,Wheat,Farm Operations,Collection,0.41,280,2,32
2022,Punjab,Wheat,Farm Operations,Winnowing/Cleaning,0.06,280,2,32
2022,Punjab,Wheat,Farm Operations,Drying,0.04,280,2,32
2022,Punjab,Wheat,Farm Operations,Packaging,0.002,280,2,32
2022,Punjab,Wheat,Farm Operations,Farm level storage,0.04,280,2,32
2022,Punjab,Wheat,Farm Operations,Transport,0.08,280,2,32
2022,Punjab,Wheat,Farm Operations,Total loss in farm operations,2.84,280,2,32
2022,Punjab,Wheat,Market Operations,Godown,4e-05,280,2,32
2022,Punjab,Wheat,Market Operations,Wholesalers,0.13,280,2,32
2022,Punjab,Wheat,Market Operations,Retailers,0.7,280,2,32
2022,Punjab,Wheat,Market Operations,Processing unit,0.86,280,2,32
2022,Punjab,Wheat,Market Operations,Transport,0.02,280,2,32
2022,Punjab,Wheat,Market Operations,Total loss in market operations,1.71,280,2,32
2022,Punjab,Wheat,Total,Overall total loss,4.55,280,2,32
2022,Rajasthan,Chickpea,Farm Operations,Harvesting,1.43,281,1,8
2022,Rajasthan,Chickpea,Farm Operations,Collection,0.88,281,1,8
2022,Rajasthan,Chickpea,Farm Operations,Threshing,1.2,281,1,8
2022,Rajasthan,Chickpea,Farm Operations,Drying,0.46,281,1,8
2022,Rajasthan,Chickpea,Farm Operations,Packaging,0.17,281,1,8
2022,Rajasthan,Chickpea,Farm Operations,Farm level storage,0.17,281,1,8
2022,Rajasthan,Chickpea,Farm Operations,Transport,0.08,281,1,8
2022,Rajasthan,Chickpea,Farm Operations,Total loss in farm operations,4.88,281,1,8
2022,Rajasthan,Chickpea,Market Operations,Godown,0.02,281,1,8
2022,Rajasthan,Chickpea,Market Operations,Wholesalers,0.4,281,1,8
2022,Rajasthan,Chickpea,Market Operations,Retailers,0.1,281,1,8
2022,Rajasthan,Chickpea,Market Operations,Processing unit,0.2,281,1,8
2022,Rajasthan,Chickpea,Market Operations,Transport,0.24,281,1,8
2022,Rajasthan,Chickpea,Market Operations,Total loss in market operations,0.95,281,1,8
2022,Rajasthan,Chickpea,Total,Overall total loss,5.83,281,1,8
2022,Rajasthan,Cottonseed,Farm Operations,Harvesting,1.91,281,1,10
2022,Rajasthan,Cottonseed,Farm Operations,Collection,0.7,281,1,10
2022,Rajasthan,Cottonseed,Farm Operations,Threshing,1.25,281,1,10
2022,Rajasthan,Cottonseed,Farm Operations,Drying,0.09,281,1,10
2022,Rajasthan,Cottonseed,Farm Operations,Packaging,0.11,281,1,10
2022,Rajasthan,Cottonseed,Farm Operations,Farm level storage,0.02,281,1,10
2022,Rajasthan,Cottonseed,Farm Operations,Transport,0.12,281,1,10
2022,Rajasthan,Cottonseed,Farm Operations,Total loss in farm operations,4.7,281,1,10
2022,Rajasthan,Cottonseed,Market Operations,Godown,0.02,281,1,10
2022,Rajasthan,Cottonseed,Market Operations,Wholesalers,0.32,281,1,10
2022,Rajasthan,Cottonseed,Market Operations,Retailers,0.26,281,1,10
2022,Rajasthan,Cottonseed,Market Operations,Processing unit,0.07,281,1,10
2022,Rajasthan,Cottonseed,Market Operations,Transport,0.33,281,1,10
2022,Rajasthan,Cottonseed,Market Operations,Total loss in market operations,1.0,281,1,10
2022,Rajasthan,Groundnut,Farm Operations,Harvesting,1.6,281,1,14
2022,Rajasthan,Groundnut,Farm Operations,Collection,0.52,281,1,14
2022,Rajasthan,Groundnut,Farm Operations,Threshing,1.17,281,1,14
2022,Rajasthan,Groundnut,Farm Operations,Drying,0.09,281,1,14
2022,Rajasthan,Groundnut,Farm Operations,Packaging,0.1,281,1,14
2022,Rajasthan,Groundnut,Farm Operations,Farm level storage,0.1,281,1,14
2022,Rajasthan,Groundnut,Farm Operations,Transport,0.1,281,1,14
2022,Rajasthan,Groundnut,Farm Operations,Total loss in farm operations,4.06,281,1,14
2022,Rajasthan,Groundnut,Market Operations,Godown,0.05,281,1,14
2022,Rajasthan,Groundnut,Market Operations,Wholesalers,0.39,281,1,14
2022,Rajasthan,Groundnut,Market Operations,Retailers,0.07,281,1,14
2022,Rajasthan,Groundnut,Market Operations,Processing unit,0.28,281,1,14
2022,Rajasthan,Groundnut,Market Operations,Transport,0.18,281,1,14
2022,Rajasthan,Groundnut,Market Operations,Total loss in market operations,0.98,281,1,14
2022,Rajasthan,Groundnut,Total,Overall total loss,5.03,281,1,14
2022,Rajasthan,Milk,Farm Operations,Harvesting,0.78,281,1,16
2022,Rajasthan,Milk,Farm Operations,Collection,0.27,281,1,16
2022,Rajasthan,Milk,Farm Operations,Threshing,1.53,281,1,16
2022,Rajasthan,Milk,Farm Operations,Drying,0.16,281,1,16
2022,Rajasthan,Milk,Farm Operations,Packaging,0.13,281,1,16
2022,Rajasthan,Milk,Farm Operations,Farm level storage,0.21,281,1,16
2022,Rajasthan,Milk,Farm Operations,Transport,0.18,281,1,16
2022,Rajasthan,Milk,Farm Operations,Total loss in farm operations,3.44,281,1,16
2022,Rajasthan,Milk,Market Operations,Godown,0.01,281,1,16
2022,Rajasthan,Milk,Market Operations,Wholesalers,0.9,281,1,16
2022,Rajasthan,Milk,Market Operations,Retailers,0.51,281,1,16
2022,Rajasthan,Milk,Market Operations,Processing unit,0.83,281,1,16
2022,Rajasthan,Milk,Market Operations,Transport,0.13,281,1,16
2022,Rajasthan,Milk,Market Operations,Total loss in market operations,2.37,281,1,16
2022,Rajasthan,Sorghum,Farm Operations,Harvesting,1.55,281,1,20
2022,Rajasthan,Sorghum,Farm Operations,Collection,0.29,281,1,20
2022,Rajasthan,Sorghum,Farm Operations,Threshing,1.84,281,1,20
2022,Rajasthan,Sorghum,Farm Operations,Drying,0.14,281,1,20
2022,Rajasthan,Sorghum,Farm Operations,Packaging,0.22,281,1,20
2022,Rajasthan,Sorghum,Farm Operations,Farm level storage,0.28,281,1,20
2022,Rajasthan,Sorghum,Farm Operations,Transport,0.2,281,1,20
2022,Rajasthan,Sorghum,Farm Operations,Total loss in farm operations,4.89,281,1,20
2022,Rajasthan,Sorghum,Market Operations,Godown,0.04,281,1,20
2022,Rajasthan,Sorghum,Market Operations,Wholesalers,0.74,281,1,20
2022,Rajasthan,Sorghum,Market Operations,Retailers,0.16,281,1,20
2022,Rajasthan,Sorghum,Market Operations,Processing unit,0.02,281,1,20
2022,Rajasthan,Sorghum,Market Operations,Transport,0.17,281,1,20
2022,Rajasthan,Sorghum,Market Operations,Total loss in market operations,1.12,281,1,20
2022,Rajasthan,Sorghum,Total,Overall total loss,6.01,281,1,20
2022,Rajasthan,Wheat,Farm Operations,Harvesting,1.83,281,1,23
2022,Rajasthan,Wheat,Farm Operations,Collection,0.38,281,1,23
2022,Rajasthan,Wheat,Farm Operations,Threshing,1.22,281,1,23
2022,Rajasthan,Wheat,Farm Operations,Drying,0.12,281,1,23
2022,Rajasthan,Wheat,Farm Operations,Packaging,0.024,281,1,23
2022,Rajasthan,Wheat,Farm Operations,Farm level storage,0.51,281,1,23
2022,Rajasthan,Wheat,Farm Operations,Transport,0.09,281,1,23
2022,Rajasthan,Wheat,Farm Operations,Total loss in farm operations,4.46,281,1,23
2022,Rajasthan,Wheat,Market Operations,Godown,0.002,281,1,23
2022,Rajasthan,Wheat,Market Operations,Wholesalers,0.34,281,1,23
2022,Rajasthan,Wheat,Market Operations,Retailers,0.55,281,1,23
2022,Rajasthan,Wheat,Market Operations,Processing unit,0.81,281,1,23
2022,Rajasthan,Wheat,Market Operations,Transport,0.08,281,1,23
2022,Rajasthan,Wheat,Market Operations,Total loss in market operations,1.78,281,1,23
2022,Rajasthan,Wheat,Total,Overall total loss,6.25,281,1,23
2022,Tamil Nadu,Banana,Farm Operations,Harvesting,1.41,281,2,7
2022,Tamil Nadu,Banana,Farm Operations,Collection,0.27,281,2,7
2022,Tamil Nadu,Banana,Farm Operations,Sorting/Grading,1.77,281,2,7
2022,Tamil Nadu,Banana,Farm Operations,Packaging,0.16,281,2,7
2022,Tamil Nadu,Banana,Farm Operations,Farm level storage,0.04,281,2,7
2022,Tamil Nadu,Banana,Farm Operations,Transport,1.38,281,2,7
2022,Tamil Nadu,Banana,Farm Operations,Total loss in farm operations,5.03,281,2,7
2022,Tamil Nadu,Banana,Market Operations,Godown,0.06,281,2,7
2022,Tamil Nadu,Banana,Market Operations,Wholesalers,1.03,281,2,7
2022,Tamil Nadu,Banana,Market Operations,Retailers,0.44,281,2,7
2022,Tamil Nadu,Banana,Market Operations,Processing unit,0.01,281,2,7
2022,Tamil Nadu,Banana,Market Operations,Transport,0.91,281,2,7
2022,Tamil Nadu,Banana,Market Operations,Total loss in market operations,2.45,281,2,7
2022,Tamil Nadu,Banana,Total,Overall total loss,7.47,281,2,7
2022,Tamil Nadu,Black gram,Farm Operations,Harvesting,0.88,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Collection,0.97,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Threshing,1.04,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Winnowing/Cleaning,0.43,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Drying,0.54,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Packaging,0.13,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Farm level storage,0.98,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Transport,0.15,282,1,7
2022,Tamil Nadu,Black gram,Farm Operations,Total loss in farm operations,5.12,282,1,7
2022,Tamil Nadu,Black gram,Market Operations,Godown,0.02,282,1,7
2022,Tamil Nadu,Black gram,Market Operations,Wholesalers,0.24,282,1,7
2022,Tamil Nadu,Black gram,Market Operations,Retailers,0.22,282,1,7
2022,Tamil Nadu,Black gram,Market Operations,Processing unit,0.06,282,1,7
2022,Tamil Nadu,Black gram,Market Operations,Transport,0.27,282,1,7
2022,Tamil Nadu,Black gram,Market Operations,Total loss in market operations,0.81,282,1,7
2022,Tamil Nadu,Black gram,Total,Overall total loss,5.93,282,1,7
2022,Tamil Nadu,Groundnut,Farm Operations,Harvesting,1.66,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Collection,0.6,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Threshing,1.25,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Winnowing/Cleaning,0.37,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Drying,0.15,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Packaging,0.12,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Farm level storage,0.05,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Transport,0.15,282,1,10
2022,Tamil Nadu,Groundnut,Farm Operations,Total loss in farm operations,4.35,282,1,10
2022,Tamil Nadu,Groundnut,Market Operations,Godown,0.05,282,1,10
2022,Tamil Nadu,Groundnut,Market Operations,Wholesalers,0.35,282,1,10
2022,Tamil Nadu,Groundnut,Market Operations,Retailers,0.07,282,1,10
2022,Tamil Nadu,Groundnut,Market Operations,Processing unit,0.32,282,1,10
2022,Tamil Nadu,Groundnut,Market Operations,Transport,0.17,282,1,10
2022,Tamil Nadu,Groundnut,Market Operations,Total loss in market operations,0.96,282,1,10
2022,Tamil Nadu,Groundnut,Total,Overall total loss,5.31,282,1,10
2022,Tamil Nadu,Marine fish,Farm Operations,Harvesting,0.85,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Collection,0.2,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Threshing,0.73,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Winnowing/Cleaning,0.17,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Drying,0.23,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Packaging,0.27,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Farm level storage,0.24,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Transport,0.45,282,1,12
2022,Tamil Nadu,Marine fish,Farm Operations,Total loss in farm operations,3.14,282,1,12
2022,Tamil Nadu,Marine fish,Market Operations,Godown,0.001,282,1,12
2022,Tamil Nadu,Marine fish,Market Operations,Wholesalers,0.33,282,1,12
2022,Tamil Nadu,Marine fish,Market Operations,Retailers,0.22,282,1,12
2022,Tamil Nadu,Marine fish,Market Operations,Processing unit,0.43,282,1,12
2022,Tamil Nadu,Marine fish,Market Operations,Transport,0.27,282,1,12
2022,Tamil Nadu,Marine fish,Market Operations,Total loss in market operations,1.25,282,1,12
2022,Tamil Nadu,Mushroom,Farm Operations,Harvesting,1.04,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Collection,0.04,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Sorting/Grading,6.4,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Trimming,0.67,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Winnowing/Cleaning,0.25,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Packaging,0.22,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Farm level storage,0.74,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Transport,0.77,282,1,16
2022,Tamil Nadu,Mushroom,Farm Operations,Total loss in farm operations,10.12,282,1,16
2022,Tamil Nadu,Mushroom,Market Operations,Wholesalers,0.49,282,1,16
2022,Tamil Nadu,Mushroom,Market Operations,Retailers,0.33,282,1,16
2022,Tamil Nadu,Mushroom,Market Operations,Transport,0.09,282,1,16
2022,Tamil Nadu,Mushroom,Market Operations,Total loss in market operations,0.91,282,1,16
2022,Tamil Nadu,Mushroom,Total,Overall total loss,11.03,282,1,16
2022,Tamil Nadu,Poultry,Farm Operations,Harvesting,2.03,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Collection,0.39,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Threshing,1.55,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Winnowing/Cleaning,0.52,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Drying,0.13,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Packaging,0.1,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Farm level storage,0.45,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Transport,0.19,282,1,18
2022,Tamil Nadu,Poultry,Farm Operations,Total loss in farm operations,5.36,282,1,18
2022,Tamil Nadu,Poultry,Market Operations,Godown,0.06,282,1,18
2022,Tamil Nadu,Poultry,Market Operations,Wholesalers,0.21,282,1,18
2022,Tamil Nadu,Poultry,Market Operations,Retailers,0.04,282,1,18
2022,Tamil Nadu,Poultry,Market Operations,Processing unit,0.17,282,1,18
2022,Tamil Nadu,Poultry,Market Operations,Transport,0.14,282,1,18
2022,Tamil Nadu,Poultry,Market Operations,Total loss in market operations,0.62,282,1,18
2022,Tamil Nadu,Meat,Farm Operations,Harvesting,2.3,282,1,19
2022,Tamil Nadu,Meat,Farm Operations,Total loss in farm operations,2.3,282,1,19
2022,Tamil Nadu,Meat,Market Operations,Wholesalers,2.18,282,1,19
2022,Tamil Nadu,Meat,Market Operations,Retailers,1.26,282,1,19
2022,Tamil Nadu,Meat,Market Operations,Processing unit,0.0,282,1,19
2022,Tamil Nadu,Meat,Market Operations,Transport,0.34,282,1,19
2022,Tamil Nadu,Meat,Market Operations,Total loss in market operations,3.78,282,1,19
2022,Tamil Nadu,Meat,Total,Overall total loss,6.08,282,1,19
2022,Tamil Nadu,Sugarcane,Farm Operations,Harvesting,1.79,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Collection,0.33,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Threshing,1.78,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Winnowing/Cleaning,0.42,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Drying,0.1,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Packaging,0.23,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Farm level storage,0.31,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Transport,0.2,282,1,21
2022,Tamil Nadu,Sugarcane,Farm Operations,Total loss in farm operations,5.17,282,1,21
2022,Tamil Nadu,Sugarcane,Market Operations,Retailers,0.18,282,1,21
2022,Tamil Nadu,Sugarcane,Market Operations,Processing unit,0.01,282,1,21
2022,Tamil Nadu,Sugarcane,Market Operations,Transport,0.17,282,1,21
2022,Tamil Nadu,Sugarcane,Market Operations,Total loss in market operations,1.13,282,1,21
2022,Uttar Pradesh,Bajra,Farm Operations,Harvesting,0.72,284,1,5
2022,Uttar Pradesh,Bajra,Farm Operations,Collection,0.25,284,1,5
2022,Uttar Pradesh,Bajra,Farm Operations,Threshing,1.24,284,1,5
2022,Uttar Pradesh,Bajra,Farm Operations,Drying,0.22,284,1,5
2022,Uttar Pradesh,Bajra,Farm Operations,Packaging,0.25,284,1,5
2022,Uttar Pradesh,Bajra,Farm Operations,Farm level storage,0.28,284,1,5
2022,Uttar Pradesh,Bajra,Farm Operations,Transport,0.24,284,1,5
2022,Uttar Pradesh,Bajra,Farm Operations,Total loss in farm operations,3.35,284,1,5
2022,Uttar Pradesh,Bajra,Market Operations,Godown,0.09,284,1,5
2022,Uttar Pradesh,Bajra,Market Operations,Wholesalers,0.08,284,1,5
2022,Uttar Pradesh,Bajra,Market Operations,Retailers,0.14,284,1,5
2022,Uttar Pradesh,Bajra,Market Operations,Processing unit,0.14,284,1,5
2022,Uttar Pradesh,Bajra,Market Operations,Transport,0.32,284,1,5
2022,Uttar Pradesh,Bajra,Market Operations,Total loss in market operations,0.77,284,1,5
2022,Uttar Pradesh,Bajra,Total,Overall total loss,4.11,284,1,5
2022,Uttar Pradesh,Bottle,Farm Operations,Harvesting,1.91,284,1,9
2022,Uttar Pradesh,Bottle,Farm Operations,Collection,0.87,284,1,9
2022,Uttar Pradesh,Bottle,Farm Operations,Threshing,1.4,284,1,9
2022,Uttar Pradesh,Bottle,Farm Operations,Drying,0.25,284,1,9
2022,Uttar Pradesh,Bottle,Farm Operations,Packaging,0.2,284,1,9
2022,Uttar Pradesh,Bottle,Farm Operations,Farm level storage,0.39,284,1,9
2022,Uttar Pradesh,Bottle,Farm Operations,Transport,0.13,284,1,9
2022,Uttar Pradesh,Bottle,Farm Operations,Total loss in farm operations,5.36,284,1,9
2022,Uttar Pradesh,Bottle,Market Operations,Godown,0.03,284,1,9
2022,Uttar Pradesh,Bottle,Market Operations,Wholesalers,0.16,284,1,9
2022,Uttar Pradesh,Bottle,Market Operations,Retailers,0.28,284,1,9
2022,Uttar Pradesh,Bottle,Market Operations,Processing unit,0.06,284,1,9
2022,Uttar Pradesh,Bottle,Market Operations,Transport,0.22,284,1,9
2022,Uttar Pradesh,Bottle,Market Operations,Total loss in market operations,0.75,284,1,9
2022,Uttar Pradesh,Green Pea,Farm Operations,Harvesting,2.03,284,1,15
2022,Uttar Pradesh,Green Pea,Farm Operations,Collection,0.5,284,1,15
2022,Uttar Pradesh,Green Pea,Farm Operations,Sorting/Grading,1.68,284,1,15
2022,Uttar Pradesh,Green Pea,Farm Operations,Packaging,0.1,284,1,15
2022,Uttar Pradesh,Green Pea,Farm Operations,Farm level storage,0.005,284,1,15
2022,Uttar Pradesh,Green Pea,Farm Operations,Transport,0.36,284,1,15
2022,Uttar Pradesh,Green Pea,Farm Operations,Total loss in farm operations,4.68,284,1,15
2022,Uttar Pradesh,Green Pea,Market Operations,Wholesalers,0.43,284,1,15
2022,Uttar Pradesh,Green Pea,Market Operations,Retailers,0.56,284,1,15
2022,Uttar Pradesh,Green Pea,Market Operations,Transport,0.62,284,1,15
2022,Uttar Pradesh,Green Pea,Market Operations,Total loss in market operations,1.66,284,1,15
2022,Uttar Pradesh,Green Pea,Total,Overall total loss,6.34,284,1,15
2022,Uttar Pradesh,Maize,Farm Operations,Harvesting,0.99,284,1,20
2022,Uttar Pradesh,Maize,Farm Operations,Collection,0.54,284,1,20
2022,Uttar Pradesh,Maize,Farm Operations,Threshing,0.54,284,1,20
2022,Uttar Pradesh,Maize,Farm Operations,Drying,0.42,284,1,20
2022,Uttar Pradesh,Maize,Farm Operations,Packaging,0.56,284,1,20
2022,Uttar Pradesh,Maize,Farm Operations,Farm level storage,0.18,284,1,20
2022,Uttar Pradesh,Maize,Farm Operations,Transport,0.45,284,1,20
2022,Uttar Pradesh,Maize,Farm Operations,Total loss in farm operations,3.88,284,1,20
2022,Uttar Pradesh,Maize,Market Operations,Godown,0.02,284,1,20
2022,Uttar Pradesh,Maize,Market Operations,Wholesalers,0.35,284,1,20
2022,Uttar Pradesh,Maize,Market Operations,Retailers,1.09,284,1,20
2022,Uttar Pradesh,Maize,Market Operations,Processing unit,0.27,284,1,20
2022,Uttar Pradesh,Maize,Market Operations,Transport,0.16,284,1,20
2022,Uttar Pradesh,Maize,Market Operations,Total loss in market operations,1.88,284,1,20
2022,Uttar Pradesh,Maize,Total,Overall total loss,5.77,284,1,20
2022,Uttar Pradesh,Milk,Farm Operations,Harvesting,0.29,284,1,25
2022,Uttar Pradesh,Milk,Farm Operations,Collection,0.09,284,1,25
2022,Uttar Pradesh,Milk,Farm Operations,Transport,0.24,284,1,25
2022,Uttar Pradesh,Milk,Farm Operations,Total loss in farm operations,0.62,284,1,25
2022,Uttar Pradesh,Milk,Market Operations,Retailers,0.17,284,1,25
2022,Uttar Pradesh,Milk,Market Operations,Processing unit,0.14,284,1,25
2022,Uttar Pradesh,Milk,Market Operations,Transport,0.46,284,1,25
2022,Uttar Pradesh,Milk,Market Operations,Total loss in market operations,0.5,284,1,25
2022,Uttar Pradesh,Milk,Total,Overall total loss,1.12,284,1,25
2022,Uttar Pradesh,Muskmelon,Farm Operations,Harvesting,1.6,284,1,30
2022,Uttar Pradesh,Muskmelon,Farm Operations,Collection,0.28,284,1,30
2022,Uttar Pradesh,Muskmelon,Farm Operations,Sorting/Grading,1.2,284,1,30
2022,Uttar Pradesh,Muskmelon,Farm Operations,Packaging,0.34,284,1,30
2022,Uttar Pradesh,Muskmelon,Farm Operations,Farm level storage,0.06,284,1,30
2022,Uttar Pradesh,Muskmelon,Farm Operations,Transport,0.74,284,1,30
2022,Uttar Pradesh,Muskmelon,Farm Operations,Total loss in farm operations,4.22,284,1,30
